label,subject,category
1,Politicians and their corporate lobbyists are trying to take away my right to spend my paycheck how I want.,politics
0,"91 percent of Latinos support the DREAM Act, which allows undocumented youth to attend college, but Marco Rubio opposes it.",politics
1,Says Mahmoud Ahmadinejad said that if he has a nuclear weapon he will use it to wipe Israel off the face of the earth. He will use it against the United States of America.,politics
1,Bill McCollum on the Arizona immigration law.,politics
1,There are no similar clips of Newt Gingrich talking about how ineffective President Bush was in trying to control North Korea.,politics
1,Rhode Islands graduated driving license has saved hundreds of lives.,politics
1,The Wisconsin unemployment rate was higher than the U.S. rate during only three months when Mary Burke was state commerce secretary.,politics
0,Georgia lawmakers fuel up for the session by feasting on wild hogs.,politics
0,Says Will Rasmussen falsely claimed he had lived in the West Linn district for about a year.,politics
1,We dont have a (military) reserve force if something happens.,politics
2,Georgias illegal-immigration legislation simply follows existing federal law.,politics
1,Wisconsin Gov. Scott Walkers budget okays disposing of unclaimed pound dogs to university research facilities.,politics
0,No Democratic campaign for (Fla.) governor has ever had these kinds of resources this early on in an election cycle.,politics
1,The error rates for the Fulton County elections department are well below the average.,politics
2,"John McCain's tax plan will give no reduction ""for 100-million American families.""",politics
0,I think [a little] less than half of the people in our prisons are in there for less than a year. ... We have people who are check kiters and dont pay child support and we are locking them up in the state pen.,politics
1,The state constitution clearly says theres not to be a state income tax in Tennessee.,politics
0,Quarterbacks won the (Super Bowl) MVP more than 50 percent of the time.,politics
1,This is the slowest job recovery since Hoover.,politics
0,Says Mitt Romney flip-flopped on abortion.,politics
1,"In the past, President Obama has refused to meet with representatives from Cuban exile organizations.",politics
2,We buy 35 percent of all Chinese exports.,politics
2,53 percent of Americans cut back on their health care in the last year because of costs.,politics
0,Says his transportation plan would make Virginia the first state in the nation to eliminate the state tax on gasoline.,politics
1,Wisconsin women are paid 81 cents to the dollar of a man doing the same job.,politics
2,Says the states pension and health benefits reform includes the destruction of public sector collective bargaining rights.,politics
2,Says Paul Workman authored legislation providing amnesty for illegal immigrants.,politics
1,Steve Santarsiero wrote PAs Gun Safety Law.,politics
1,Says Common Core is a federal mandate.,politics
1,Milwaukees police chief can fire officers for basically no cause.,politics
2,Ten retired nuns were barred from voting in the 2008 Indiana Democratic primary.,politics
2,Goodwill Industries International pays workers with disabilities wages as low as pennies per hour.,politics
0,You cant build a Christian church in Saudi Arabia.,politics
1,"The Congressional Budget Office -- supposedly non-partisan -- estimates that in just a few years the average cost to every family of four (from cap and trade) will be $6,800 per year.",politics
0,"The federal government is spending $46,000 a year per family (or group of four) and could balance its budget by dropping that to $30,000.",politics
1,The Pentagon made up the since-debunked heroics of POW Jessica Lynch as she tried to avoid capture in Iraq.,politics
2,(Romney's) record was that he raised taxes by $730-million.,politics
0,The U.S. military footprint in Africa is nearly nonexistent.,politics
2,On campaign donations from Texas Capitol lobbyists.,politics
0,"In just a few decades, Social Security, Medicare and Medicaid, other mandatory spending programs, and paying interest due on the debt will eclipse our entire budget.",politics
2,95 percent of the worlds customers are beyond our shores.,politics
2,Says he restored prayer and the pledge in our schools.,politics
2,Virginia Democrats recently enforced voter ID rules that were considerably more stringent than those contained in the state law they denounce.,politics
0,"Under Donald Trumps tax plan, the top 0.1 percent of taxpayers -- people earning multiple millions of dollars a year, on average -- would get more tax relief than the bottom 60 percent of taxpayers combined.",politics
2,"Barack Obama will ""raise Social Security taxes.""",politics
1,Says PolitiFact listed Governor Scott Walker of Wisconsin as the Governor who told the most lies and our own untruthful Governor Chris Christie made it into Politifacts top five of Lie - en Governors.,politics
1,On whether President Obamas speeches to school children spread socialist ideology.,politics
1,The number of jobs created and people lifted out of poverty during Bill Clintons presidency was a hundred times what it was under President Ronald Reagan.,politics
